BCI-AV#|English|Derivation - explanation|POS
12888|boy,lad|(child + male [combination]) - Character (superimposed - combined)|BLUE
12889|bra,brassiere|(clothing + breasts)|YELLOW
12890|medical_aid|(support + medical + thing indicator)|YELLOW
12891|bracha,berakah,prayer_(small)|(prayer + comma + little (Hebrew))|YELLOW
12892|Brahma|(god + creation: Hindu god for the creator) (India)|BLUE
12893|brain|(mind + thing indicator: organ of the body. The symbol is the concrete form of mind.) - (character with thing indicator)|YELLOW
12894|branch|(tree + pointer, to branch) - Character (superimposed - pointer)|YELLOW
12895|bread,loaf_of_bread,loaf|(pictograph: symbol suggests a loaf of bread) - Character|YELLOW
12896|break,crack,fracture,tear,injure,damage-(to)|(break,fracture,injury,damage + action indicator)|RED
12897|breakable,fragile,vulnerable|(break,fracture,injury,damage + description before the fact indicator)|GREEN
12898|breakfast|(meal + 1: first meal of the day)|YELLOW
12899|breast(s)|(body + two pointers, to breasts) - Character (superimposed - pointer)|YELLOW
12900|breath,breathing,respiration|(nose + mouth: mouth and nose are both used in breathing)|YELLOW
12901|breathe-(to)|(breath + action indicator)|RED
12902|bridge,overpass|(earth [modification, half-sized] + bow,arc + earth [half-sized]: the symbol suggests a bridge between two banks of a river) - Character (superimposed - modified)|YELLOW
12903|bright|(light + intensity + description indicator)|GREEN
12904|bring-(to)|(to carry + forward + reference line + action indicator: to carry toward a given location)|RED
12905|broccoli|(cabbage + flower + green: cabbage with green flowerets)|YELLOW
12906|broil,barbecue,grill-(to)|(to cook + intensity + action indicator: to cook with intense heat)|RED
12907|broken,injured,damaged|(break,fracture,injury,damage + description after the fact indicator)|GREEN
12908|broom|(pictograph: symbol suggests a broom) - Character|YELLOW
12909|brother|(son + 2: a son considered in relation to another child of his parents)|BLUE
12910|brown_(bci)|(colour + earth) (BCI) SYMBOL SYNONYM|WHITE
12911|brown_(ckb)|(colour + 1 + comma + 0: combination of red and black) (CKB) SYMBOL SYNONYM|WHITE
12912|brush|(pictograph: symbol suggests a brush in an upright position) - Character|YELLOW
12913|brush-(to)|(brush + action indicator)|RED
12914|brush_teeth-(to)|(toothbrush + action indicator)|RED
12915|brussels_sprout(s)|(cabbage + little)|YELLOW
12916|bubble(s)|(gas + pointer, to bubble) - Character (superimposed - pointer)|YELLOW
12917|buffalo,bison|(bovine + hump) - Character (superimposed)|YELLOW
12919|bulb_(flower)|(bulbous_plant + pointer, to bulb) - Character (superimposed - pointer)|YELLOW
12920|bull|(bovine + male)|YELLOW
12921|bull_(fighting)|(bovine + to fight)|YELLOW
12922|burn-(to)|(fire + action indicator)|RED
12923|burned,burnt|(fire + description after the fact indicator)|GREEN
12924|burning|(fire + description indicator)|GREEN
12925|burp,belch-(to)|(wind + out_of_body_(upward) + action indicator: to expel wind from the stomach)|RED
12926|bury_(person)-(to)|(grave + action indicator: to lay to rest below the earth)|RED
13089|bus,coach|(vehicle_(long) + pictograph of a steering wheel: suggests a bus with many wheels and a steering wheel) - Character (superimposed)|YELLOW
13090|bus_stop,bus_bay_(OLD)|(platform + earth [modification, extended] + bus) - Character (superimposed - modified) SUPERSEDED SYNONYM and SUPERSEDED CHARACTER See bus_stop,bus_bay 24041|YELLOW
13091|bus_driver|(person + bus)|BLUE
13092|bush,shrub|(pictograph: small tree growing close to the ground) - Character|YELLOW
13093|business,economy,commerce,trade|(money + to hold: money is taken into the till) - Character (superimposed)|YELLOW
13094|but,except,except_for_(preposition)|(CKB likens the but that halts a free flow of speech to a vertical line that stops a horizontal flowing line) - Character|WHITE
13095|butter|(spread + cream: spread made from cream)|YELLOW
13096|butterfly,moth|(pictograph: symbol suggests a butterfly or a moth) - Character|YELLOW
13097|buttocks,bottom,bum,rear,ass|(standing person + pointer, to buttocks) - Character (superimposed - pointer)|YELLOW
13098|button,gripper,snap|(disc + clothing)|YELLOW
13099|buy,purchase-(to)|(money + thing + action indicator: first you must have money, which you can then spend to buy something)|RED
13100|by,by_means_of,of|(relation [half-sized], pointing backwards) - Character|WHITE
13101|cabbage|(pictograph incorporating leafy vegetable) - Character (superimposed - combined)|YELLOW
13102|cabin,cottage,hut|(house + little)|YELLOW
13103|caesarean_section,C-section|(to remove + medical + fetus)|YELLOW
13104|cafe,coffee_house,snack_bar|(public room + snack)|YELLOW
13105|cage|(enclosure + pictograph of a barred window: enclosed space with bars that prevent escape)|YELLOW
13106|cake,bread_with_sugar|(bread + sweet)|YELLOW
13107|calculate-(to)|(digital_processing,artificial_intelligence,calculation + action indicator: to think using numbers)|RED
13108|calculator|(machine + to calculate)|YELLOW
13109|calendar|(page + day + month)|YELLOW
13110|camel|(animal + pictograph of head and neck and two humps) - Character (superimposed)|YELLOW
13111|camera|(enclosure + light: box that uses the sunlight to record what the eye sees) - Character (superimposed)|YELLOW
13112|camp|(gathering + countryside + limited time: temporary gathering in the country)|YELLOW
13113|camper,caravan,mobile_home|(vehicle + house [modification, high position] [combination]) - Character (superimposed - modified - combined)|YELLOW
13114|can,be_able-(to)|(ability_(half_sized) + action indicator)|RED
13115|cylinder,can|(pictograph) - Character|YELLOW
13116|Canada|(country + maple-leaf)|YELLOW
13117|candle|(linear thing + fire + light + thing indicator)|YELLOW
13118|candy_(OLD)|(food + sweet + intensity) SUPERSEDED SYNONYM See candy 22375|YELLOW
13119|cane,stick,walking_stick|(linear thing + to walk + thing indicator: linear thing used to help a person walk) |YELLOW
13120|cannon,gun|(pictograph incorporating wheel and to destroy) - Character (superimposed)|YELLOW
13121|car,automobile,motor_vehicle|(vehicle + pictograph of a steering wheel: suggests a car with a steering wheel) - Character (superimposed)|YELLOW
13122|cards,playing_cards|(paper + to play + plural indicator)|YELLOW
13123|careful|(observation + intensity + intensity + description indicator: also a combination of to observe and attention)|GREEN
13124|carrot,vegetable_(wedge-shaped)|(vegetable_(below_ground) + pictograph of wedge shape [combination]) - Character (superimposed - combined)|YELLOW
13125|carry,move,transport-(to)|(transport,transportation + action indicator: to move something by vehicle). See also: take,bring,carry,move-(to) 17497|RED
13126|carrycot,bassinet|(container + baby: holder for a baby)|YELLOW
13127|cart,carriage|(transport,transportation + forward [modification, short arrow, high position]: can also be interpreted as a combination of transport and to pull) - Character (superimposed - modified - combined)|YELLOW
13128|cassette,audiocassette,videocassette|(pictograph) - Character|YELLOW
13129|plaster_cast,cast_(medical)|(enclosure + medical + body: medical enclosure for the body)|YELLOW
13131|catch,grab-(to)|(hand + to receive + action indicator)|RED
13132|caterpillar|(worm + butterfly: larva of the butterfly)|YELLOW
13133|cauliflower|(cabbage + flower: cabbage with flowerets)|YELLOW
13134|cause|(wedge shape that incorporates relation: the wedge presses into the thing on which it has an effect). - Character See also: effect,result 13910|YELLOW
13135|cause-(to)|(cause + action indicator)|RED
13136|be_caused_by-(to)|(cause + passive indicator)|RED
13137|cave|(hole + mountain: hole in a mountainside)|YELLOW
13138|cavity,caries|(teeth + dot) - Character (superimposed)|YELLOW
13139|ceiling|(room + pointer, to ceiling) - Character (superimposed - pointer)|YELLOW
13140|celery|(vegetable_(above_ground) [modification] + pictograph of a cluster of stalks) - Character (superimposed - modified - combined)|YELLOW
13141|celibacy,chastity|(without + sexual intercourse)|YELLOW
13142|cemetery|(place + grave)|YELLOW
13143|cent|(international symbol for cent) - Character|YELLOW
13144|century|(100 + year: period of one hundred years)|YELLOW
13145|cereal|(dish + grain) - Character (superimposed)|YELLOW
13146|certain_(OLD)|(opposite meaning + to doubt + description indicator) SUPERSEDED SYNONYM See certain,sure 24049|GREEN
13147|cervix|(part of + uterus)|YELLOW
13148|chair,seat|(pictograph) - Character|YELLOW
13149|challah|(bread + Sabbath: traditional bread eaten on the Sabbath (Hebrew))|YELLOW
13150|chameleon|(lizard + to change: lizard that is able to change colour)|YELLOW
13151|change,alteration,conversion|(weather [modification]: CKB says that weather is ever-changing. Can also be interpreted as; life + water, ever-changing in state. The symbol represents change in a general sense.) - Character (superimposed - modified)|YELLOW
13152|change,alter,convert-(to)|(change + action indicator)|RED
13153|Chanukah,Hanukkah|(holiday + light: holiday of lights (Hebrew))|YELLOW
13154|charity|(help + needy person + feeling)|YELLOW
13155|cheap_(OLD)|(opposite meaning + expensive + description indicator) SUPERSEDED SYNONYM See cheap,inexpensive 23039|GREEN
13156|cheek|(face + pointer, to cheek) - Character (superimposed - pointer)|YELLOW
13157|cheese|(pictograph: symbol suggests a wedge of cheese) - Character|YELLOW
13158|chemical_product|(pictograph symbol suggests the outline of a chemical retort + thing [modification, lower position] [combination]) - Character (superimposed - modified - combined)|YELLOW
13159|cherry,cherries|(fruit + pit,stone [modification,lower position] + fruit [modification] + pit,stone [modification,lower position]: pictograph of cherries combined in a cluster) - Character (superimposed - modified - combined)|YELLOW
13160|Cheshvan|(month + beginning + rain: month when rainy season begins (Hebrew))|YELLOW
13161|chest|(body + pointer, to chest) - Character (superimposed - pointer)|YELLOW
13162|chest_of_drawers,bureau,dresser|(pictograph) - Character|YELLOW
13163|chew-(to)|(many + to bite + action indicator: to bite many times)|RED
13164|chicken_(bird)|(bird + food: bird commonly used for food)|YELLOW
13165|chicken_(food),poultry|(food + bird)|YELLOW
13166|child,kid,youngster|"(flower + little [combination]: CKB writes: A child is like a ""little flower"". The symbol also can be explained as a pictograph showing the head, arms, feet and body of a child.) - Character (superimposed - combined)"|BLUE
13167|child_abuse|(abuse + child)|YELLOW
13168|chimney|(building_with_chimney + pointer, to chimney) - Character (superimposed - pointer)|YELLOW
13169|chin|(face + pointer, to chin) - Character (superimposed - pointer)|YELLOW
13170|chipmunk|(rodent + stripe)|YELLOW
13171|chocolate_(OLD)|(food + powder + brown) SUPERSEDED SYNONYM See chocolate 22905|YELLOW
13172|chocolate_drink_(OLD)|(drink + chocolate [contraction]) SUPERSEDED SYNONYM See chocolate_drink 20772|YELLOW
13173|chocolate_flavouring,cocoa,cacao_powder_(OLD)|(adding,additive + chocolate [contraction]) SUPERSEDED SYNONYM See chocolate_flavouring 20771|YELLOW
13174|chocolate_spread_(OLD)|(spread + chocolate [contraction]) SUPERSEDED SYNONYM See chocolate_spread 22906|YELLOW
13175|choice,selection,election|(comparative_more + eye [modification, low position]: combination of eye and to divide [half-sized] and many: the eye makes a choice among many things) - Character (superimposed - modified - combined)|YELLOW
13176|choir,chorus|(group_(people) + to sing)|BLUE
13177|choke,gag-(to)|(to swallow + negative + action indicator: to swallow badly )|RED
13178|choose,pick,select-(to)|(choice + action indicator)|RED
13179|chop-(to)|(to cut + intensity + action indicator)|RED
13180|christian|(cross + description indicator)|GREEN
13181|Christmas|(birthday + Christ [contraction]: day of Christ's birth)|YELLOW
13182|Chumash,Pentateuch|(5 + book + Torah (Hebrew))|YELLOW
13345|church,mosque,temple|(building + God: building devoted to the worship of God)|YELLOW
13346|cigarette|(smoking_(cigarette) + pointer, to cigarette) - Character (superimposed - pointer)|YELLOW
13347|circle_(shape)|(shape + circular shape [as of sun]: circle, a geometric shape)|YELLOW
13348|circumcision|(to remove + foreskin)|YELLOW
13349|citizen|(earth + man + woman [combination]: man or woman having a relationship to a country or territory) - Character (superimposed - combined)|YELLOW
13351|town,city_(small)|(many + many + building: a large group of buildings comprise a city)|YELLOW
13352|class|(group_(people) + to learn: group of people who come together to learn)|YELLOW
13353|classroom|(room + to teach)|YELLOW
